ImageId,EncodedPixels
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,46 20 565 22 1084 20 1605 18 2124 16 2643 16 3162 16 3681 16 4202 14 4720 15 5240 14 5757 16 6278 14 6797 14 7315 15 7835 14 8354 12 8873 9
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,6833 8 7350 10 7869 12 8386 14 8905 14 9424 14 9943 16 10462 16 10981 16 11500 16 12019 14 12537 15 13055 16 13574 16 14093 16 14612 16 15131 16 15650 16 16169 16 16688 16 17207 16 17726 16 18245 16 18764 16 19283 16 19800 18 20319 18 20838 16 21357 16 21876 16 22395 16 22914 16 23435 14 23954 15 24473 14 24992 16 25509 18 26028 16 26546 18 27062 20 27581 22 28100 22 28621 20 29142 18 29661 16 30182 13 30701 12 31220 12 31739 12 32260 8 32779 8 33298 8 33817 8 34336 8 34855 8 35375 5
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,49922 2 50438 8 50956 11 51475 12 51994 12 52513 12 53032 12 53551 12 54070 12 54589 12 55108 12 55625 14 56144 14 56663 14 57184 12 57701 14 58220 14 58739 14 59258 14 59777 14 60296 14 60815 14 61334 14 61853 13 62372 14 62891 14 63408 16 63927 16 64447 15 64965 16 65486 14 66003 16 66522 16 67041 16 67560 16 68079 16 68598 16 69117 16 69636 16 70155 16 70674 16 71193 16 71712 16 72231 16 72750 16 73270 15 73790 14 74309 14 74828 14 75347 14 75866 14 76385 12 76904 12 77425 10 77944 9 78466 3
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,181 39 700 41 1219 41 1738 39 2259 37 2778 37 3299 33 3818 33 4340 30 4860 29 5380 28 5901 26 6420 24 6943 20 7465 15 7987 10 8504 12 9022 13 9540 16 10056 19 10503 2 10574 20 11018 9 11091 22 11537 10 11609 23 12056 10 12127 24 12573 14 12645 25 13092 14 13163 26 13611 16 13680 28 14130 16 14198 29 14649 18 14716 30 15168 18 15234 31 15687 20 15751 33 16206 20 16270 32 16725 20 16789 31 17244 20 17306 33 17763 20 17825 33 18282 22 18344 35 18799 25 18863 35 19317 27 19382 37 19835 28 19901 37 19950 6 20351 31 20392 2 20420 39 20469 6 20869 32 20907 6 20939 39 20986 8 21387 35 21424 10 21458 42 21504 9 21906 35 21943 10 21977 43 22022 10 22425 47 22496 55 22944 47 23015 55 23463 49 23534 55 23982 49 24053 53 24501 49 24570 55 25022 47 25091 53 25542 46 25610 51 26064 43 26129 51 26584 42 26648 51 27105 40 27159 4 27167 51 27624 40 27676 61 28141 42 28193 63 28660 44 28712 61 29176 47 29231 61 29689 53 29750 61 30207 55 30269 59 30725 57 30786 61 31242 43 31287 14 31307 19 31327 39 31761 59 31826 19 31846 39 32280 43 32325 14 32345 57 32799 42 32845 13 32864 57 33318 39 33363 14 33381 59 33837 27 33884 13 33898 60 34356 27 34403 41 34446 32 34875 27 34922 41 34968 27 35396 25 35441 41 35488 26 35917 23 35960 14 35976 25 36007 26 36440 21 36479 13 36497 24 36528 24 36960 20 36998 14 37016 25 37046 23 37481 17 37517 14 37535 25 37564 2 37567 21 38000 16 38036 12 38054 25 38087 20 38519 16 38553 14 38573 23 38606 18 39038 18 39072 15 39092 23 39125 18 39557 18 39591 14 39611 23 39644 16 40076 17 40110 16 40132 21 40163 16 40595 18 40631 12 40652 22 40682 15 41114 16 41150 12 41172 22 41205 8 41633 17 41669 14 41691 22 42152 16 42190 12 42212 19 42671 16 42709 12 42731 19 43190 16 43228 12 43251 18 43709 16 43747 12 43771 17 44228 16 44266 12 44292 15 44747 16 44785 12 44813 13 44834 4 45266 16 45304 12 45332 15 45353 4 45785 16 45823 12 45851 15 45869 9 46304 16 46340 14 46370 27 46823 16 46859 14 46889 29 47342 14 47378 14 47408 29 47861 14 47897 14 47929 29 48380 14 48416 14 48448 29 48899 14 48935 14 48967 29 49418 13 49454 14 49488 27 49940 9 49973 14 50007 27 50492 14 50526 28 51011 14 51047 27 51530 14 51566 27 52051 12 52085 27 52570 12 52604 27 53089 12 53123 25 53608 12 53642 25 54127 14 54161 27 54646 14 54683 24 55167 12 55203 23 55687 10 55723 22 56211 2 56244 20 56768 13 57292 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,118 13 636 16 1153 18 1672 18 2191 18 2710 18 3231 16 3750 16 4269 16 4788 16 5307 16 5826 16 6345 15 6866 12 7385 11 7906 8 8426 5
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,74354 5 74871 10 75388 14 75908 16 76428 16 76947 19 77466 20 77987 18 78506 20 79025 20 79544 21 80063 22 80582 22 81101 22 81620 24 82138 25 82656 26 83176 25
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,159 11 676 14 1195 14 1714 14 2233 12 2750 14 3269 14 3788 14 4307 14 4824 16 5343 16 5862 16 6381 14 6900 14 7418 15 7936 16 8455 16 8974 15 9493 14 10012 14 10531 14 11050 14 11569 14 12088 14 12607 13 13126 12 13645 12 14164 12 14685 10 15204 8 15723 8 16243 6
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,41258 14 41773 19 42291 21 42809 23 43327 25 43846 25 44363 29 44882 29 45401 29 45920 29 46439 31 46958 31 47477 31 47996 32 48515 33 49034 33 49553 33 50072 33 50591 33 51110 33 51629 33 52148 33 52667 35 53186 35 53705 35 54224 35 54743 33 55262 33 55781 34 56300 19 56321 14 56821 17 56840 13 57340 31 57859 31 58378 31 58899 27 59418 27 59937 27 60456 25 60977 23 61496 25 62015 25 62532 27 63050 28 63566 31 64085 31 64603 32 65121 35 65640 37 66159 37 66676 39 67195 41 67714 41 68232 43 68750 45 69269 43 69786 45 70305 43 70824 43 71341 45 71860 45 72379 47 72896 49 73415 50 73471 3 73932 53 73987 6 74451 49 74504 8 74970 47 75022 9 75489 45 75542 8 76008 5 76018 31 76061 8 76527 4 76537 29 76580 8 77046 5 77056 27 77097 10 77565 4 77575 27 77616 10 78084 6 78094 27 78135 10 78602 7 78613 25 78652 12 79122 33 79173 10 79649 17 79692 10 80168 14 80213 6 80687 12 81204 14 81721 14 82240 12 82759 12 83280 9
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,2317 3 2837 9 3354 16 3873 17 4392 21 4913 21 5432 23 5953 22 6473 24 6993 25 7514 28 8034 28 8556 27 9078 26 9602 21 10126 17 10644 19 11152 33 11670 37 12187 39 12706 39 13225 39 13744 33 14263 33 14780 33 15299 33 15816 35 16336 35 16854 35 17373 21 17395 13 17892 19 17915 12 18411 19 18434 14 18931 16 18955 12 19451 15 19474 12 19970 13 19993 12 20489 14 20512 12 21008 14 21033 10 21529 13 21553 6 22050 8 22571 3
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,286 20 804 22 1323 23 1842 22 2363 20 2882 20 3403 16 3921 17 4439 16 4956 18 5475 18 5994 16 6513 16 7032 16 7550 15 8070 14 8593 8
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,19506 4 20023 8 20047 10 20542 8 20564 13 21061 8 21081 16 21580 8 21600 19 22099 8 22119 21 22618 8 22636 23 23137 9 23155 25 23658 8 23674 25 24177 6 24193 25 24696 6 24710 31 25213 8 25229 32 25732 10 25748 33 26251 12 26267 33 26769 14 26786 33 27287 51 27807 50 28327 49 28846 31 28878 17 29367 29 29397 17 29886 47 30405 12 30421 32 30924 12 30942 31 31441 14 31461 30 31960 14 31980 29 32479 16 32499 31 32998 16 33018 32 33517 14 33537 33 34035 15 34058 31 34553 16 34577 31 35072 16 35096 31 35591 16 35615 31 36110 14 36134 31 36629 14 36653 31 37148 14 37172 29 37667 12 37691 27 38186 12 38210 25 38705 12 38727 25 39224 12 39246 23 39743 12 39765 23 40262 12 40284 23 40781 10 40803 23 41300 8 41322 23 41822 3 41841 23 42360 23 42877 25 43394 29 43913 27 44432 27 44953 25 45472 25 45991 25 46510 25 46565 10 47029 25 47082 17 47550 23 47601 18 48069 23 48120 18 48588 23 48637 22 49109 22 49156 22 49628 23 49673 24 50147 23 50192 26 50667 22 50712 25 51187 21 51232 6 51244 12 51706 19 51751 4 51765 10 52227 17 52270 4 52284 11 52748 15 52803 12 53268 14 53322 12 53791 10 53839 12 54314 9 54360 10 54828 17 54877 12 55344 20 55394 14 55862 23 55908 19 56381 23 56424 20 56902 21 56943 20 57421 21 57462 21 57940 21 57983 20 58459 21 58503 19 58978 23 59025 16 59497 24 59546 14 60014 27 60065 12 60533 27 60586 10 61052 27 61103 12 61573 25 61622 12 62094 24 62128 25 62613 23 62646 26 63134 21 63163 26 63652 22 63680 26 64173 20 64197 24 64694 19 64715 24 65215 42 65734 44 66253 44 66772 44 67291 44 67810 32 67844 12 68329 29 68365 10 68848 28 68884 10 69367 32 69401 12 69886 47 70407 46 70926 46 71445 46 71964 46 72483 48 73002 48 73521 17 73541 28 74040 16 74060 28 74561 12 74581 26 75080 12 75100 26 75599 12 75621 24 76118 9 76141 23 76641 4 76661 22 77180 22 77699 22 78218 22 78738 21 79258 18 79778 17 80298 16 80819 13 81339 11
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,50648 4 51165 8 51684 8 52203 9 52722 10 53241 10 53760 10 54279 10 54798 10 55317 10 55836 12 56355 12 56876 12 57395 13 57914 14 58433 15 58952 16 59472 17 59992 16 60511 16 61030 16 61549 16 62070 14 62589 14 63108 14 63627 15 64146 16 64667 15 65186 16 65705 16 66224 16 66745 14 67264 12 67783 12 68302 12 68821 12 69340 12 69861 10 70378 12 70897 12 71416 12 71935 12 72454 12 72971 12 73490 10 74009 12 74528 12 75047 12 75566 12 76085 12 76606 10 77125 12 77644 12 78163 12 78683 12 79203 12 79722 12 80241 14 80762 12 81281 13 81800 14 82320 13 82840 14 83361 12
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,840 10 1358 12 1876 14 2395 14 2914 14 3433 14 3952 14 4471 14 4990 14 5507 16 6028 14 6547 14 7064 16 7585 14 8104 14 8623 13 9144 10 9665 4
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,360 29 879 32 1397 33 1917 32 2434 34 2953 32 3470 32 3989 27 4508 20 5025 22 5544 22 6061 22 6579 23 7097 24 7614 25 8133 28 8652 32 9171 32 9692 30 10210 33 10730 34 11250 33 11770 34 12289 34 12807 35 13323 40 13840 42 14359 42 14878 44 15397 49 15918 50 16435 56 16954 57 17473 58 17992 60 18511 62 19030 64 19549 65 20068 67 20589 28 20620 17 20640 14 21108 26 21142 14 21160 15 21627 26 21664 11 21680 16 22146 26 22184 33 22667 24 22707 29 23188 24 23227 30 23707 26 23747 31 24226 25 24268 29 24747 22 24787 31 25266 20 25308 29 25785 20 25828 28 26306 18 26348 29 26825 17 26868 28 27346 16 27388 29 27865 15 27907 29 28384 14 28428 27 28905 14 28947 29 29424 14 29468 27 29945 12 29987 27 30464 12 30508 25 30983 12 31027 27 31504 10 31548 25 32023 10 32067 25 32542 12 32586 25 33062 10 33108 22 33582 8 33627 22 34101 8 34148 21 34622 6 34667 22 35141 6 35187 21 35707 20 36226 20 36746 19 37266 18 37786 17 38306 17 38827 14 39347 12 39869 8 40391 3 40911 2 41428 10 41945 13 42464 14 42983 15 43501 17 44019 18 44538 18 45057 20 45574 22 46094 23 46612 24 47131 25 47650 26 48169 26 48688 28 49207 28 49726 29 50247 28 50766 28 51285 28 51804 28 52320 31 52834 36 53350 39 53868 40 54385 16 54402 25 54903 16 54924 22 55422 15 55445 20 55941 14 55964 19 56461 12 56483 20 56982 10 57004 18 57501 10 57523 16 58022 8 58042 18 58543 5 58561 19 59080 20 59599 23 60118 24 60638 25 61156 26 61679 20 62199 19 62721 18 63246 12 63261 1 63773 7 64294 4 64811 9 65328 12 65847 12 66364 16 66883 16 67402 16 67919 18 68438 20 68957 20 69478 18 69998 17 70518 16 71037 16 71556 16 72075 18 72594 18 73113 18 73632 18 74151 18 74670 18 75189 19 75708 20 76229 18 76748 18 77267 18 77786 18 78305 18 78826 16 79345 16 79864 16 80385 14 80904 14 81423 14 81942 14 82463 14 82982 14 83503 11
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,38772 2 39287 8 39806 8 40323 10 40844 8 41363 6 41879 11 42397 10 42916 10 43437 8 43956 8
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,77213 5 77731 8 78248 12 78767 13 79286 15 79804 16 80324 15 80841 18 81360 19 81877 21 82396 21 82915 21 83434 19
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,7204 8 7722 13 8240 14 8759 16 9279 17 9799 18 10318 19 10837 21 11358 20 11878 20 12398 20 12918 19 13440 14 13963 9
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,71617 4 72134 8 72652 9 73170 10 73689 10 74206 12 74725 12 75244 12 75761 14 76280 14 76799 14 77316 16 77835 16 78354 16 78873 15 79390 16 79909 15 80428 14 80945 16 81464 14 81983 14 82501 15 83019 16 83539 13
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,53967 10 54484 12 55001 14 55520 14 56037 16 56556 16 57073 18 57592 18 58111 18 58630 18 59149 18 59668 18 60185 20 60704 20 61223 20 61742 20 62261 20 62780 20 63299 20 63818 20 64337 20 64858 18 65377 18 65896 18 66415 18 66936 16 67457 14 67980 8
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,10368 4 10886 6 11403 10 11922 12 12441 12 12960 14 13479 14 13998 16 14517 16 15036 16 15555 16 16074 16 16593 16 17112 16 17631 16 18150 16 18669 16 19188 16 19709 14 20228 14 20747 14 21268 12 21787 12 22306 12 22825 12 23344 12 23865 10 24384 10 24903 10 25422 10 25941 10 26462 8 26981 8 27502 6 28021 6 28542 4
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,32694 4 33211 6 33730 6 34247 8 34766 8 35285 8 35804 8 36323 8 36842 8 37361 8 37882 6 38402 5
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,141894 8 142405 10 142917 10 143431 12 143943 12 144455 13 144967 14 145479 14 145995 12 146507 12 147020 11 147533 10 148045 10 148561 8 149073 8 149585 8 150097 8 150609 8 151123 2 151635 2 152094 4 152146 3 152605 6 152657 4 153117 6 153169 4 153629 10 153647 10 153677 8 154141 10 154159 10 154189 8 154652 32 154696 13 155163 34 155207 14 155675 34 155719 14 156189 34 156225 20 156701 34 156737 20 157213 56 157725 56 158237 56 158751 52 159263 52 159775 52 160287 30 160319 20 160799 30 160831 20 161313 24 161347 14 161825 24 161859 14 162338 20 162378 4 162851 18 162891 2 163363 18 163403 2 163877 6 164389 6
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,59 18 571 18 1083 19 1595 20 2107 20 2619 20 3131 20 3644 18 4157 16 4669 16 5187 6 5699 6 6212 4
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,198759 2 198763 14 199271 2 199275 14 199773 34 200285 34 200796 36 201305 40 201817 40 202327 44 202839 44 203351 45 203863 46 204375 46 204887 48 205399 48 205910 50 206421 52 206933 52 207445 52 207957 52 208469 52 208981 52 209493 52 210005 52 210517 52 211029 52 211541 52 212053 52 212565 52 213077 52 213589 52 214101 52 214613 52 215125 52 215637 52 216149 51 216661 50 217173 50 217687 48 218199 48 218712 47 219225 46 219737 46 220251 42 220763 42 221276 40 221789 38 222301 38 222815 34 223327 34 223842 30 224355 28 224867 28 225383 22 225895 22 226410 14 226923 12 227435 12
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,41099 2 41103 2 41107 6 41611 2 41615 2 41619 6 42122 16 42631 26 43143 26 43655 28 44167 28 44679 29 45191 32 45703 32 46215 34 46727 34 47240 33 47725 12 47753 32 48237 12 48265 32 48749 20 48775 36 49261 20 49287 36 49772 22 49798 37 50283 64 50795 64 51309 62 51821 62 52333 63 52845 64 53357 64 53871 62 54383 62 54896 61 55409 60 55921 60 56435 58 56947 58 57460 56 57973 54 58485 54 58999 48 59511 48 60024 46 60541 6 60559 22 61053 6 61071 22 61587 16 62099 16 62612 14 63127 4 63135 2 63639 4 63647 2
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,170621 10 171133 10 171643 16 172155 16 172666 17 173175 20 173687 20 174199 22 174711 22 175222 23 175733 24 176245 24 176755 28 177267 28 177778 29 178289 30 178801 30 179313 30 179825 30 180337 29 180849 28 181361 28 181875 26 182387 26 182899 26 183411 26 183923 26 184435 26 184947 26 185460 24 185973 22 186485 22 186999 20 187511 20 188024 16 188537 14 189049 14
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,148597 12 149109 12 149620 14 150131 18 150643 18 151155 20 151667 20 152179 20 152691 20 153203 20 153717 20 154229 20 154742 18 155255 16 155767 16
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,20663 10 21175 10 21686 12 22197 14 22709 14 23219 18 23731 18 24242 19 24753 20 25265 20 25779 20 26291 20 26803 20 27315 20 27827 20 28343 18 28855 18 29368 17 29881 16 30393 16 30907 18 31419 18 31931 19 32443 22 32955 22 33467 24 33979 24 34491 25 35003 28 35515 28 36027 30 36539 30 37051 30 37563 30 38075 30 38587 32 39099 32 39611 33 40123 34 40635 34 41147 34 41659 34 42172 34 42685 34 43197 34 43709 34 44221 34 44733 34 45245 34 45757 34 46271 32 46783 32 47296 31 47809 30 48321 30 48833 30 49345 30 49858 29 50371 28 50883 28 51397 24 51909 24 52422 23 52937 20 53449 20 53965 14 54477 14 54990 12
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,173307 14 173819 14 174327 26 174839 26 175350 28 175861 30 176373 30 176883 34 177395 34 177907 35 178419 36 178931 36 179443 36 179955 36 180467 36 180979 36 181491 36 182003 36 182515 36 183028 34 183541 32 184053 32 184567 30 185079 30 185592 26 186105 24 186617 24 187131 20 187643 20
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,265605 12 265619 2 266117 12 266131 2 266627 22 267139 22 267650 23 268153 28 268183 2 268665 28 268695 2 269177 24 269689 24 270200 25 270711 26 271223 26 271735 24 272247 24 272759 23 273271 22 273783 22 274303 12 274815 12
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,132507 4 133019 4 133527 10 134039 10 134550 12 135035 40 135547 40 136059 40 136571 40 137084 40 137597 40 138109 40 138623 38 139135 38 139648 36 140161 34 140673 34 141189 30 141701 30 142214 28 142729 24 143241 24 143759 14 144271 14 144784 12
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,151491 2 152003 2 152514 4 153021 18 153533 18 154041 24 154553 24 155064 26 155575 28 156087 28 156597 30 157109 30 157621 31 158133 32 158645 32 159155 34 159667 34 160178 35 160689 36 161201 36 161685 12 161709 38 162197 12 162221 38 162708 14 162732 39 163219 16 163243 40 163731 16 163755 40 164243 62 164755 62 165266 63 165777 64 166289 64 166803 60 167315 60 167827 61 168339 62 168851 62 169363 62 169875 62 170388 61 170901 60 171413 60 171927 60 172439 60 172951 59 173463 58 173975 58 174489 56 175001 56 175513 56 176025 56 176537 56 177049 54 177561 54 178073 53 178585 52 179097 52 179609 22 179637 22 180121 22 180149 22 180634 21 180668 10 181147 20 181181 8 181659 20 181693 8 182171 20 182683 20 183196 19 183709 18 184221 18 184735 16 185247 16 185760 14 186273 12 186785 12
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,17327 8 17839 8 18343 28 18855 28 19366 30 19875 36 20387 36 20895 42 21407 42 21918 43 22429 44 22941 44 23453 44 23965 44 24477 44 24989 44 25501 44 26013 44 26525 44 27038 43 27553 40 28065 40 28577 40 29089 40 29602 38 30115 36 30627 36 31139 36 31651 36 32164 34 32677 32 33189 32 33701 28 34213 28 34726 27 35239 26 35751 26 36263 24 36775 24 37288 22 37801 18 38313 18 38829 8 39341 8 39854 6
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,133559 8 134071 8 134582 10 135091 16 135603 16 136113 20 136625 20 137136 22 137647 24 138159 24 138669 28 139181 28 139693 28 140205 28 140717 28 141229 28 141741 28 142253 28 142765 28 143277 28 143791 24 144303 24 144816 22 145329 20 145841 20 146357 10 146869 10 147382 8
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,22273 5 22529 6 22785 7 23041 8 23297 9 23553 9 23809 9 24065 9 24321 9 24577 8 24833 8 25089 7 25345 7 25601 7 25857 7 26113 7 26369 7 26625 7 26881 7 27137 7 27393 8 27649 8 27905 7 28161 7 28417 6 28673 5 28930 3
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,31490 9 31745 11 32001 11 32257 12 32513 12 32769 12 33025 12 33281 13 33537 13 33793 13 34049 13 34305 13 34561 13 34817 13 35073 13 35329 13 35585 12 35841 12 36099 8 36356 5
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,38913 2 39169 3 39425 3 39681 3 39937 3 40193 3 40449 3 40705 3 40961 1
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,44802 2 45057 5 45313 5 45569 6 45825 6 46081 5 46337 6 46593 6 46849 6 47105 6 47361 6 47617 6 47873 6 48129 6 48385 5 48641 5 48897 5 49153 4 49409 3 49666 1
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,18970 3 19224 7 19479 10 19735 11 19990 12 20246 13 20501 15 20757 17 21012 20 21268 20 21525 20 21781 20 22038 18 22294 18 22551 17 22809 14 23069 7
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,33570 5 33824 9 34077 13 34332 15 34586 17 34841 19 35096 20 35352 20 35607 21 35863 21 36119 21 36375 20 36631 20 36887 19 37144 16 37401 14 37658 11 37916 7
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,22841 3 23094 10 23349 13 23604 15 23860 16 24115 17 24371 17 24626 19 24883 18 25138 18 25394 19 25650 19 25905 20 26161 19 26417 19 26673 18 26930 16 27186 14 27443 11 27700 8 27957 6 28214 3
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,35905 3 36156 10 36410 13 36665 15 36921 15 37176 17 37432 17 37688 17 37944 17 38200 17 38456 17 38713 16 38969 16 39225 16 39482 14 39740 12 39998 10 40255 8 40514 3
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,29511 7 29761 15 30015 17 30270 18 30525 19 30780 20 31036 20 31292 20 31548 20 31804 19 32061 18 32317 18 32574 16 32831 15 33093 8 33351 5 33609 2
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,55899 5 56153 9 56407 13 56662 14 56917 16 57172 17 57428 17 57684 17 57940 16 58196 16 58452 16 58709 14 58965 13 59221 13 59477 13 59734 11 59991 9 60248 7 60505 4
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,41052 7 41306 10 41562 12 41817 13 42073 14 42328 16 42584 16 42839 17 43095 17 43351 17 43607 17 43863 16 44120 15 44376 14 44634 11 44891 9 45150 1
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,20835 8 21089 13 21345 15 21601 15 21857 16 22112 17 22368 17 22623 19 22879 18 23134 20 23391 18 23647 18 23903 17 24160 16 24416 15 24673 14 24929 13 25186 11 25444 3
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,32357 4 32610 9 32864 13 33119 14 33374 16 33630 17 33886 18 34142 18 34399 17 34655 17 34912 16 35168 16 35424 16 35680 16 35937 15 36193 15 36450 13 36706 12 36964 7 37223 1
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,13437 5 13691 9 13945 11 14200 14 14456 16 14712 17 14968 17 15224 17 15480 17 15736 17 15992 16 16248 16 16504 16 16759 16 17014 16 17267 19 17520 20 17775 20 18030 21 18285 21 18542 21 18797 22 19054 22 19311 21 19567 21 19823 20 20080 20 20337 19 20593 19 20851 16 21108 14 21365 13 21622 11 21880 8 22139 3
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,35964 1 36217 7 36470 12 36725 14 36981 14 37236 15 37492 15 37747 16 38002 18 38258 17 38514 17 38769 18 39025 17 39281 17 39537 17 39793 17 40050 15 40306 15 40563 13 40820 11 41076 10 41335 3
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,43651 2 43904 9 44158 13 44412 16 44667 17 44922 19 45178 20 45434 20 45690 20 45946 20 46202 19 46459 18 46715 17 46972 16 47228 16 47485 15 47742 13 47999 12 48256 10
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,3201 10 3456 12 3711 14 3967 14 4222 15 4478 15 4734 15 4990 15 5246 15 5502 15 5759 14 6015 14 6272 13 6530 11 6788 8
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,23176 9 23430 13 23685 16 23941 17 24196 18 24452 19 24708 20 24965 19 25221 19 25477 19 25734 18 25990 17 26247 16 26504 15 26761 14 27017 14 27274 12 27532 10 27790 7
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,13983 6 14237 10 14492 12 14747 14 15002 15 15257 17 15513 16 15769 16 16024 17 16281 16 16537 16 16793 15 17049 15 17305 14 17562 12 17818 10 18075 8 18333 3
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,50847 3 51102 6 51358 7 51614 7 51871 6 52127 5 52385 2
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,34724 7 34978 11 35234 12 35489 13 35744 14 36001 15 36256 16 36512 14 36527 3 36768 14 36783 1 37024 18 37280 13 37536 14 37792 14 38049 15 38305 14 38562 14 38818 14 39074 14 39331 11 39587 10 39845 2 39848 1
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,43689 4 43943 7 44197 10 44451 13 44706 14 44961 15 45217 15 45473 15 45729 15 45985 17 46241 18 46497 18 46752 19 47008 19 47264 18 47521 16 47777 15 48034 13 48292 9 48551 3
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,180 11 435 14 690 16 946 17 1202 17 1458 17 1714 16 1971 15 2228 14 2485 12 2742 10 3000 6
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,36544 1 36797 5 37052 7 37308 8 37563 11 37819 12 38075 12 38331 13 38586 14 38842 14 39098 14 39354 14 39610 14 39866 13 40122 12 40378 9 40635 7 40893 3
